Pickup Date,Pickup Day,Pickup Time,Pickup Location,Vehicle,Rating
15-07-2014,Tuesday,02:48:00 PM,stop & shop supermarket 5716 Broadway Bronx,Prestige,4.557256037
15-07-2014,Tuesday,02:48:00 PM,Vanderbilt Clinic 622 W 168 St New York,First Class,4.862175153
16-07-2014,Wednesday,02:48:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Prestige,3.671252573
16-07-2014,Wednesday,02:48:00 PM,resturant nw W 75 St NYC,Prestige,4.730297499
16-07-2014,Wednesday,02:48:00 PM,"salida por broadway 3424 Kingsbridge Ave Kingsbridge, BX",First Class,3.239779669
16-07-2014,Wednesday,02:48:00 PM,suv//jepeta 2641 Broadway NYC,First Class,3.546259102
16-07-2014,Wednesday,02:49:00 PM, 1 Cardinal Spellman Pl Bronx,Skyline,4.606425178
16-07-2014,Wednesday,02:49:00 PM," 1 Orchard Beach Rd City Island, BX",Skyline,4.57618445
16-07-2014,Wednesday,02:49:00 PM," 100 E Mosholu Pkwy S Fordham, BX",First Class,3.870370623
16-07-2014,Wednesday,02:49:00 PM,"base  170 W Fordham Rd Jerome, BX",Skyline,3.025295528
16-07-2014,Wednesday,02:49:00 PM,FORDHAM HILL 2400  Sedgwick Ave Bronx,Skyline,4.350656203
16-07-2014,Wednesday,02:49:00 PM,por el frente 150 W 225 St NYC,American,3.298509819
16-07-2014,Wednesday,02:49:00 PM,"school 1434 Longfellow Ave Foxhurst, BX",American,3.23742929
16-07-2014,Wednesday,02:49:00 PM,"SCHOOL 4 Pennyfield Ave Throgs Neck, BX",Carmel,3.381730312
16-07-2014,Wednesday,02:49:00 PM,unk 440 W 114th St New York,Skyline,4.683487435
16-07-2014,Wednesday,02:50:00 PM,"  Dreiser Lp Co-Op City, BX",Skyline,4.642372333
16-07-2014,Wednesday,02:50:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Skyline,3.816409126
16-07-2014,Wednesday,02:50:00 PM," 100 Erdman Pl Co-Op City, BX",First Class,3.307135786
16-07-2014,Wednesday,02:50:00 PM,55 W 14 St Nyc,First Class,4.896535135
16-07-2014,Wednesday,02:50:00 PM,55 W 14 St Nyc,Prestige,3.921469055
16-07-2014,Wednesday,02:50:00 PM,55 W 14 St Nyc,Skyline,3.331910297
16-07-2014,Wednesday,02:50:00 PM,55 W 14 St Nyc,Diplo,4.333883304
16-07-2014,Wednesday,02:50:00 PM,55 W 14 St Nyc,Prestige,4.995028656
16-07-2014,Wednesday,02:50:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,4.635065794
16-07-2014,Wednesday,02:50:00 PM,"ESQUINA NE Westchester Ave Morris Park, BX",Diplo,4.862817146
16-07-2014,Wednesday,02:50:00 PM,"main 3424 Kossuth Ave Williamsbridge, BX",First Class,3.491161798
16-07-2014,Wednesday,02:50:00 PM,"mcdonalds  ne Grand Concourse Cortlandt, BX",Skyline,4.983243504
16-07-2014,Wednesday,02:50:00 PM,"minivan 3320 Kossuth Ave Williamsbridge, BX",First Class,3.394457307
16-07-2014,Wednesday,02:50:00 PM,por el frente 150 W 225 St NYC,Skyline,3.044334287
16-07-2014,Wednesday,02:50:00 PM,por el frente 159-70 Harlem River Dr NYC,First Class,3.427641976
16-07-2014,Wednesday,02:50:00 PM,POR RIVERSIDE 3333 Broadway NYC,Prestige,3.819161437
16-07-2014,Wednesday,02:50:00 PM,sale por riverside 134 3333 Broadway NYC,Carmel,3.730038067
16-07-2014,Wednesday,02:50:00 PM,umbrella nw   W 202 St NYC,Skyline,4.051864889
16-07-2014,Wednesday,02:50:00 PM,Village Care Assisted Living 510 W 46th St New York,Diplo,4.172323417
16-07-2014,Wednesday,02:51:00 PM," 1  Defoe Pl Co-Op City, BX",Skyline,4.438348586
16-07-2014,Wednesday,02:51:00 PM, 1 Cardinal Spellman Pl Bronx,First Class,4.200551088
16-07-2014,Wednesday,02:51:00 PM,"applebee est ne E 189th St Fordham, BX",Diplo,3.648170729
16-07-2014,Wednesday,02:51:00 PM,"esquina nw Valentine Ave Tremont, BX",Diplo,4.672115968
16-07-2014,Wednesday,02:51:00 PM,"H& R BLOCK NW Jerome Ave Jerome, BX",Carmel,4.118043106
16-07-2014,Wednesday,02:51:00 PM,por el FRENTE 150 W 225 St NYC,American,4.09665421
16-07-2014,Wednesday,02:51:00 PM,"rite aid pharmacy 5611 Broadway Kingsbridge, BX",Carmel,3.461737478
16-07-2014,Wednesday,02:51:00 PM,rite aid pharmacy ne Broadway NYC,Skyline,4.193961644
16-07-2014,Wednesday,02:51:00 PM,"SAD GOLMABN  200 west st, mandar carros NYC",First Class,3.491028985
16-07-2014,Wednesday,02:51:00 PM,"SCHOOL NW   Netherland Ave Kingsbridge, BX",First Class,3.25060552
16-07-2014,Wednesday,02:51:00 PM,squina de lado subiendo nw W 181 St NYC,Diplo,4.048247426
16-07-2014,Wednesday,02:51:00 PM,"STAPLES 2100 Bartow Ave Co-Op City, BX",First Class,4.676597597
16-07-2014,Wednesday,02:51:00 PM,Suite 2D 462 1 Ave New York,Skyline,4.293131687
16-07-2014,Wednesday,02:52:00 PM,por el frente 150 W 225 St NYC,First Class,3.254610032
16-07-2014,Wednesday,02:52:00 PM,salida 212 st 4996 Broadway NYC,First Class,4.673616733
16-07-2014,Wednesday,02:52:00 PM,"supermarket ne Jerome Ave Morris Heights, BX",Prestige,3.009347991
16-07-2014,Wednesday,02:52:00 PM,umbrella  W 202 St NYC,American,4.35396668
16-07-2014,Wednesday,02:52:00 PM,umbrella  W 202 St NYC,First Class,4.736255678
16-07-2014,Wednesday,02:52:00 PM,vim nw W 207 St NYC,First Class,3.423944897
17-07-2014,Thursday,02:52:00 PM," 100 Alcott Pl Co-Op City, BX",Prestige,4.685409197
17-07-2014,Thursday,02:52:00 PM,"9 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,4.242491278
17-07-2014,Thursday,02:52:00 PM,CON EZ-PASS  421 W 144 St NYC,First Class,3.128176243
17-07-2014,Thursday,02:52:00 PM,de colores 241 Sherman Ave NYC,Skyline,4.573315774
17-07-2014,Thursday,02:52:00 PM,iglesia 132 W 138 St NYC,First Class,4.245350918
17-07-2014,Thursday,02:52:00 PM,por el parqueo 2 Henshaw St NYC,First Class,3.084509054
17-07-2014,Thursday,02:52:00 PM,"sale por la 195st 2751 University Ave Jerome, BX",First Class,3.160154925
17-07-2014,Thursday,02:52:00 PM,"UHAUL OFICINA DE ALANTE 230 W 230th St Kingsbridge, BX",First Class,3.198563844
17-07-2014,Thursday,02:53:00 PM," 100 W 174th St Morris Heights, BX",Diplo,4.617077279
17-07-2014,Thursday,02:53:00 PM," 1000 Pelham Pkwy S Morris Park, BX",First Class,4.502777997
17-07-2014,Thursday,02:53:00 PM,"917 690 6948 1408 Webster Ave Morrisania, BX",Prestige,4.658607474
17-07-2014,Thursday,02:53:00 PM,"con perrito 190 W 168th St High Bridge, BX",Skyline,4.582767358
17-07-2014,Thursday,02:53:00 PM,"CON RECIBO 2009 Monterey Ave Tremont, BX",Prestige,4.811476903
17-07-2014,Thursday,02:53:00 PM,"creditcard 1939 Grand Concourse Tremont, BX",Diplo,3.842051217
17-07-2014,Thursday,02:53:00 PM,"cvs 2040 White Plains Rd Parkchester, BX",Skyline,4.858518052
17-07-2014,Thursday,02:53:00 PM,"EZ PASS 2780 University Ave Jerome, BX",American,4.009956347
17-07-2014,Thursday,02:53:00 PM,"seguro social 2710 Jerome Ave Jerome, BX",Skyline,4.064663645
17-07-2014,Thursday,02:53:00 PM,"stop & shop ne Broadway Kingsbridge, BX",First Class,3.497995813
17-07-2014,Thursday,02:53:00 PM,target parkin 40 W 225 St NYC,Diplo,3.701577457
17-07-2014,Thursday,02:54:00 PM, 1 Fordham Plaza Bronx,Prestige,3.168091404
17-07-2014,Thursday,02:54:00 PM,"5 f h a 2400 Sedgwick Ave Jerome, BX",Skyline,4.848468476
17-07-2014,Thursday,02:54:00 PM,550 Park Ave New York,Skyline,4.972403773
17-07-2014,Thursday,02:54:00 PM,"BANCO CHASEE NW W Kingsbridge Rd Jerome, BX",First Class,4.076083261
17-07-2014,Thursday,02:54:00 PM,p mark  410 W 207 St NYC,Skyline,4.604867367
17-07-2014,Thursday,02:54:00 PM,por academy st 4841 Broadway NYC,Skyline,3.22534009
17-07-2014,Thursday,02:54:00 PM,"por el parqueo 150 W 225th St Kingsbridge, BX",Carmel,3.544319945
17-07-2014,Thursday,02:54:00 PM,Ria Envia 4149 Broadway NYC,First Class,3.541078908
17-07-2014,Thursday,02:54:00 PM,target frente 40 W 225 St NYC,Skyline,4.603296518
17-07-2014,Thursday,02:55:00 PM,55 W 14 St Nyc,Diplo,4.256721361
17-07-2014,Thursday,02:55:00 PM,"6 F H A 2400 Sedgwick Ave Jerome, BX",Prestige,4.621195751
17-07-2014,Thursday,02:55:00 PM,"ALFRENTE DE LA PIZZERIA  NW Jerome Ave Jerome, BX",Skyline,3.22715641
17-07-2014,Thursday,02:55:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,3.84975823
17-07-2014,Thursday,02:55:00 PM,"CORNER NW E Gun Hill Rd Williamsbridge, BX",Skyline,4.598565016
17-07-2014,Thursday,02:55:00 PM,"elsa chicharones 1  E 183rd St Morris Heights, BX",Carmel,3.750735483
17-07-2014,Thursday,02:55:00 PM,EWR UA ,First Class,4.134465872
17-07-2014,Thursday,02:55:00 PM,"e-z pass 2780 University Ave Jerome, BX",First Class,4.187783635
17-07-2014,Thursday,02:55:00 PM,hotel caribe  515 W 145 St NYC,Skyline,4.474192031
17-07-2014,Thursday,02:55:00 PM,montefiore hospital 3425 Bainbridge Ave Bronx,Skyline,3.850231507
17-07-2014,Thursday,02:55:00 PM,"niÒos 1344 Nelson Ave High Bridge, BX",Prestige,4.455746322
17-07-2014,Thursday,02:55:00 PM,salida por la 124st 2070 7 Ave NYC,American,4.483600899
17-07-2014,Thursday,02:55:00 PM,"school 1434 Longfellow Ave Foxhurst, BX",Diplo,3.848607654
17-07-2014,Thursday,02:55:00 PM,target arriba 40 W 225 St NYC,Skyline,4.827095459
17-07-2014,Thursday,02:55:00 PM,target arriba 40 W 225 St NYC,Skyline,4.361359495
17-07-2014,Thursday,02:56:00 PM," 1009 Kelly St Foxhurst, BX",Carmel,4.3607768
17-07-2014,Thursday,02:56:00 PM,entradad principal  506 Lenox Ave NYC,Skyline,3.068436772
17-07-2014,Thursday,02:56:00 PM,"jet set motel 4565 3rd Ave Fordham, BX",Prestige,4.327456019
17-07-2014,Thursday,02:56:00 PM,rest 546 Isham St NYC,Skyline,4.390788102
17-07-2014,Thursday,02:56:00 PM,sedan 609 W 188 St NYC,Skyline,4.449418017
18-07-2014,Friday,02:56:00 PM,"ALFRENTE DE LA PIZZERIA  NW Jerome Ave Jerome, BX",Diplo,3.93807277
18-07-2014,Friday,02:56:00 PM,JFK B6 234,Diplo,3.308645015
18-07-2014,Friday,02:56:00 PM,"lehman 8 250 Bedford Park Blvd W Jerome, BX",Skyline,3.573199523
18-07-2014,Friday,02:56:00 PM,niÒa school 421 W 219 St NYC,Skyline,4.264996419
18-07-2014,Friday,02:56:00 PM,storage sw 10 Ave NYC,Diplo,3.736202817
18-07-2014,Friday,02:56:00 PM,"tren station 3300 Westchester Ave Morris Park, BX",Diplo,4.41519584
18-07-2014,Friday,02:57:00 PM, 1000 10 Ave NYC,First Class,3.048737051
18-07-2014,Friday,02:57:00 PM,"6 FHA 2400 Sedgwick Ave Jerome, BX",American,4.899203813
18-07-2014,Friday,02:57:00 PM,"Base  170 W Fordham Rd Jerome, BX",First Class,3.914382242
18-07-2014,Friday,02:57:00 PM,"CROWN MOTOR INN 3320 Boston Rd Baychester, BX",Prestige,3.17884542
18-07-2014,Friday,02:57:00 PM,"escuela nw Valentine Ave Tremont, BX",First Class,4.428673225
18-07-2014,Friday,02:57:00 PM,"MKD'S SE E Gun Hill Rd Williamsbridge, BX",First Class,4.454681722
18-07-2014,Friday,02:57:00 PM,montefiore hospital 111 E 210th St Bronx,Diplo,3.854334018
18-07-2014,Friday,02:57:00 PM,por la  1st ave 1775 York Ave NYC,First Class,3.019979199
18-07-2014,Friday,02:57:00 PM,ride aid  W 181 St NYC,First Class,3.338763943
18-07-2014,Friday,02:57:00 PM,suv ne St Nicholas Ave NYC,American,3.002930002
18-07-2014,Friday,02:58:00 PM,"8 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class,3.498723058
18-07-2014,Friday,02:58:00 PM,"BASE 170 W Fordham Rd Jerome, BX",American,3.406184823
18-07-2014,Friday,02:58:00 PM,"NINO 3130 Grand Concourse Fordham, BX",First Class,4.220146948
18-07-2014,Friday,02:58:00 PM,por el frente 150 W 225 St NYC,First Class,4.366622943
18-07-2014,Friday,02:58:00 PM,POR LA 150 ST 725 Riverside Dr NYC,First Class,4.425426568
18-07-2014,Friday,02:58:00 PM,rite aid pharmacy ne Broadway NYC,Skyline,4.326285229
18-07-2014,Friday,02:58:00 PM,st. barnabas hospital 4482 3rd Ave Bronx,Skyline,3.717195958
18-07-2014,Friday,02:58:00 PM,tiene doggie 536 W 188 St NYC,First Class,3.524325062
18-07-2014,Friday,02:58:00 PM,tred bike shop nw Dyckman St NYC,Skyline,4.780110721
18-07-2014,Friday,02:59:00 PM," 100 E Mosholu Pkwy S Fordham, BX",First Class,3.108341871
18-07-2014,Friday,02:59:00 PM," 1000 Pelham Pkwy S Morris Park, BX",Prestige,4.186494812
18-07-2014,Friday,02:59:00 PM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline,4.768983234
18-07-2014,Friday,02:59:00 PM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",American,4.157798506
18-07-2014,Friday,02:59:00 PM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline,3.916214761
18-07-2014,Friday,02:59:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.98464782
18-07-2014,Friday,02:59:00 PM,"ESQUINA NE Jerome Ave High Bridge, BX",Diplo,4.084489965
18-07-2014,Friday,02:59:00 PM,"minivan 2057 Ryer Ave Tremont, BX",American,4.499515615
18-07-2014,Friday,02:59:00 PM,radio shack  Dyckman St NYC,Carmel,4.120754876
18-07-2014,Friday,02:59:00 PM,school ne W 219 St NYC,Skyline,3.345142367
18-07-2014,Friday,02:59:00 PM,"taller mecanica 4280 Park Ave Tremont, BX",Carmel,3.251716844
18-07-2014,Friday,03:00:00 PM,  533 E 11 St NYC,Skyline,3.351896332
18-07-2014,Friday,03:00:00 PM,  565 Manhattan Ave NYC,Diplo,4.876235812
18-07-2014,Friday,03:00:00 PM,55 Saint Marks Pl Nyc,Carmel,4.600982804
18-07-2014,Friday,03:00:00 PM,"55 spring brook road EA Montville, NJ",Diplo,3.044690639
18-07-2014,Friday,03:00:00 PM,55 W 14 St Nyc,Skyline,4.202902744
18-07-2014,Friday,03:00:00 PM,55 W 25 ST NYC,Carmel,3.004987936
18-07-2014,Friday,03:00:00 PM,55 Water St New York,First Class,4.771390508
18-07-2014,Friday,03:00:00 PM,55 Water St Nyc,Skyline,4.062448791
18-07-2014,Friday,03:00:00 PM,55 West End Ave Nyc,Prestige,3.192683358
18-07-2014,Friday,03:00:00 PM,550 1 Ave Nyc,Diplo,3.495580093
18-07-2014,Friday,03:00:00 PM,550 W 45 St NYC,Skyline,3.342752248
18-07-2014,Friday,03:00:00 PM,550 Washington St Nyc,First Class,3.633029387
18-07-2014,Friday,03:00:00 PM,"551 grove terrace South Orange, NJ",Skyline,4.92638399
18-07-2014,Friday,03:00:00 PM,551 Hudson St Nyc,First Class,4.020738781
18-07-2014,Friday,03:00:00 PM,"555 Jackson Avenue Rahway, NJ",Prestige,3.996064335
18-07-2014,Friday,03:00:00 PM,555 W 170 St Nyc,Carmel,4.236886381
18-07-2014,Friday,03:00:00 PM,555 White Plains Road Tarrytown,Skyline,4.990195271
18-07-2014,Friday,03:00:00 PM,557  Henry St Brooklyn,Skyline,4.819985766
18-07-2014,Friday,03:00:00 PM,"917 690 6948 1408 Webster Ave Morrisania, BX",First Class,3.17205878
18-07-2014,Friday,03:00:00 PM,"alfrente la bodega nw Loring Pl N Jerome, BX",Carmel,3.969325112
18-07-2014,Friday,03:00:00 PM,stop & shop supermarket 5716 Broadway Bronx,First Class,4.562708701
18-07-2014,Friday,03:00:00 PM,umbrella nw W 203 St NYC,First Class,3.87032703
18-07-2014,Friday,03:00:00 PM,Vanderbilt 10 Union Sq E New York,Diplo,3.000741798
19-07-2014,Saturday,03:00:00 PM,55 Liberty St Nyc,First Class,3.189713149
19-07-2014,Saturday,03:00:00 PM,"55 Washington Street Brooklyn Heights, BK",Skyline,3.539984218
19-07-2014,Saturday,03:00:00 PM,55 Water St New York,Skyline,4.900756872
19-07-2014,Saturday,03:00:00 PM,55 Water St Nyc,Skyline,4.226409957
19-07-2014,Saturday,03:00:00 PM,55 Water St Nyc,Prestige,4.124785628
19-07-2014,Saturday,03:00:00 PM,55 Water Street New York,Diplo,4.606737424
19-07-2014,Saturday,03:00:00 PM,55 Water Street New York,First Class,4.256267316
19-07-2014,Saturday,03:00:00 PM,55 West 14th Street New York,Diplo,4.012243607
19-07-2014,Saturday,03:00:00 PM,550 Madison Ave NYC,Diplo,4.109460247
19-07-2014,Saturday,03:00:00 PM,"5509 Madison St West New York, NJ",First Class,3.538696071
19-07-2014,Saturday,03:00:00 PM,C-TOWN SUPERMERCADO NE Broadway NYC,Skyline,4.287271628
19-07-2014,Saturday,03:00:00 PM,"LEBRON delivery 1793 Jerome Ave Morris Heights, BX",Carmel,3.919696079
19-07-2014,Saturday,03:00:00 PM,"niÒa 810 Cauldwell Ave Morrisania, BX",First Class,4.535753473
19-07-2014,Saturday,03:00:00 PM,"Pharmacy 47 W 183rd St Morris Heights, BX",Carmel,4.487269848
19-07-2014,Saturday,03:00:00 PM,por el parqueo 150 W 225 St NYC,Skyline,4.140970725
19-07-2014,Saturday,03:00:00 PM,regular car 100 W 93 St NYC,Skyline,3.69108544
19-07-2014,Saturday,03:00:00 PM,Ria Envia 4149 Broadway NYC,Skyline,4.729027154
19-07-2014,Saturday,03:00:00 PM,salida 212 st 4996 Broadway NYC,Skyline,3.14336272
19-07-2014,Saturday,03:00:00 PM,"SUV 3050 Fairfield Ave Kingsbridge, BX",Skyline,3.468203244
19-07-2014,Saturday,03:00:00 PM,VIP ACCOUNT  5073 Broadway NYC,Skyline,3.101588738
19-07-2014,Saturday,03:01:00 PM," 10 W 182nd St Morris Heights, BX",First Class,4.500507044
19-07-2014,Saturday,03:01:00 PM,A RECOJER A LUIS 4980 Broadway NYC,American,4.103972537
19-07-2014,Saturday,03:01:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Prestige,3.007797872
19-07-2014,Saturday,03:01:00 PM,"lehman college nw Paul Ave Jerome, BX",Diplo,3.172280523
19-07-2014,Saturday,03:01:00 PM,"niÒo 1522 Commonwealth Ave Westfarms, BX",American,4.623916445
19-07-2014,Saturday,03:01:00 PM,"post office 2549 Jerome Ave Jerome, BX",Diplo,4.777357426
19-07-2014,Saturday,03:01:00 PM,st. barnabas hospital 4482 3rd Ave Bronx,Diplo,3.008088382
19-07-2014,Saturday,03:01:00 PM,"un ni§o 3204 Kingsbridge Ave Kingsbridge, BX",Diplo,3.142388561
19-07-2014,Saturday,03:02:00 PM,  E 150th St Bronx,First Class,4.323761427
19-07-2014,Saturday,03:02:00 PM," 100 Aldrich St Co-Op City, BX",Skyline,4.226557064
19-07-2014,Saturday,03:02:00 PM," 1000 Duncan St Baychester, BX",Diplo,4.68976354
19-07-2014,Saturday,03:02:00 PM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class,4.730014783
19-07-2014,Saturday,03:02:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.238424801
19-07-2014,Saturday,03:02:00 PM,"clinica 1894 Walton Ave Morris Heights, BX",Skyline,3.858996294
19-07-2014,Saturday,03:02:00 PM,"el vote 1  Halleck St Hunts Point, BX",First Class,4.758914173
19-07-2014,Saturday,03:02:00 PM,"equina sw Broadway Kingsbridge, BX",Skyline,3.846000504
19-07-2014,Saturday,03:02:00 PM,"ESQUINA NE E 173rd St Tremont, BX",Diplo,3.266455647
19-07-2014,Saturday,03:02:00 PM,"jet set motel 4565 3rd Ave Fordham, BX",Carmel,3.455224107
19-07-2014,Saturday,03:02:00 PM,"lebron 1793 Jerome Ave Morris Heights, BX",Skyline,4.611092267
19-07-2014,Saturday,03:02:00 PM,regular car 19 Dongan Pl NYC,Skyline,3.000604268
19-07-2014,Saturday,03:02:00 PM,resturant nw W 218 St NYC,Skyline,3.799208592
19-07-2014,Saturday,03:02:00 PM,sale por la 187st//EZEPASS 66 Overlook Ter NYC,Prestige,4.199540747
19-07-2014,Saturday,03:02:00 PM,school  Fort Washington Ave NYC,First Class,4.324308451
19-07-2014,Saturday,03:02:00 PM,suv  341 5 Ave NYC,First Class,3.55040396
19-07-2014,Saturday,03:03:00 PM," 1  Orchard Beach Rd City Island, BX",Skyline,3.754357346
19-07-2014,Saturday,03:03:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Skyline,3.14215869
19-07-2014,Saturday,03:03:00 PM,"838 Brook Avenue, Bronx, NY, United States 838 Brook Ave Bronx",American,3.33442007
19-07-2014,Saturday,03:03:00 PM,"field de pelota se E 181st St Westfarms, BX",American,3.392958592
19-07-2014,Saturday,03:03:00 PM,"pathmark nw Bryant Ave Westfarms, BX",Skyline,4.597650348
19-07-2014,Saturday,03:03:00 PM,por el frente 150 W 225 St NYC,First Class,3.779940127
19-07-2014,Saturday,03:03:00 PM,"prueba 268 W Fordham Rd Jerome, BX",Carmel,3.262835036
19-07-2014,Saturday,03:03:00 PM,"pruebaaa 268 W Fordham Rd Jerome, BX",Diplo,4.355731296
19-07-2014,Saturday,03:03:00 PM,UPERMARKET NE Fort Washington Ave NYC,Carmel,4.259130727
19-07-2014,Saturday,03:04:00 PM," 1000 Allerton Ave Baychester, BX",Skyline,3.893913765
19-07-2014,Saturday,03:04:00 PM," 1001 Allerton Ave Baychester, BX",Skyline,3.409269226
19-07-2014,Saturday,03:04:00 PM," 1015 Leggett Ave South Bronx, BX",First Class,4.362482814
19-07-2014,Saturday,03:04:00 PM,"7 fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline,4.000825883
19-07-2014,Saturday,03:04:00 PM,"9 F H A 2400 Sedgwick Ave Jerome, BX",Prestige,3.049483853
19-07-2014,Saturday,03:04:00 PM,"con edison  1777 Grand Concourse Morris Heights, BX",First Class,3.637167527
19-07-2014,Saturday,03:04:00 PM,"CORNER NW Heath Ave Kingsbridge, BX",Skyline,4.895141085
19-07-2014,Saturday,03:04:00 PM,"esquina ne E 180th St Tremont, BX",Carmel,3.874595426
19-07-2014,Saturday,03:04:00 PM,por hillside 122 Hillside Ave NYC,Skyline,3.569546014
19-07-2014,Saturday,03:04:00 PM,regular 687 W 204 St NYC,Carmel,3.126586241
19-07-2014,Saturday,03:04:00 PM,"school 2195 Andrews Ave N Morris Heights, BX",Skyline,3.45348689
19-07-2014,Saturday,03:04:00 PM,SCHOOL 34 Bogardus Pl NYC,Diplo,3.177771685
19-07-2014,Saturday,03:04:00 PM,"schools nw Netherland Ave Kingsbridge, BX",Diplo,3.69363742
19-07-2014,Saturday,03:04:00 PM,"stop & shop ne Broadway Kingsbridge, BX",Skyline,3.773955135
20-07-2014,Sunday,03:04:00 PM,"5 3h fordham hill fha#5 2400 Sedgwick Ave Jerome, BX",Skyline,3.509486044
20-07-2014,Sunday,03:05:00 PM,"7 fordham hill 2400 Sedgwick Ave Jerome, BX",First Class,3.001969311
20-07-2014,Sunday,03:05:00 PM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class,4.633132201
20-07-2014,Sunday,03:05:00 PM,ANIMAL HOSP NW Broadway NYC,Skyline,3.929697681
20-07-2014,Sunday,03:05:00 PM,"sale por la 183 2253 University Ave Jerome, BX",Skyline,4.800503449
20-07-2014,Sunday,03:05:00 PM,salida 212 st 4996 Broadway NYC,Skyline,3.233007811
20-07-2014,Sunday,03:05:00 PM,"school 40 W Tremont Ave Morris Heights, BX",First Class,3.193844209
20-07-2014,Sunday,03:05:00 PM,security booth/ w 218th st  NW W 218 St NYC,Skyline,4.728938802
20-07-2014,Sunday,03:05:00 PM,"silla de rueda 2545 University Ave Jerome, BX",First Class,3.307634866
20-07-2014,Sunday,03:06:00 PM, 1 GOOD EVENING & GOD  BLESS YOU ALL! Bronx,Skyline,3.360886195
20-07-2014,Sunday,03:06:00 PM," 1000 Pelham Pkwy S Morris Park, BX",Skyline,3.468321354
20-07-2014,Sunday,03:06:00 PM," 1011 Washington Ave Morrisania, BX",Skyline,4.335500784
20-07-2014,Sunday,03:06:00 PM,"7 FHA 2400 Sedgwick Ave Jerome, BX",First Class,3.221425833
20-07-2014,Sunday,03:06:00 PM,"APPLBEE'S 40 W 225th St Kingsbridge, BX",Diplo,4.168312151
20-07-2014,Sunday,03:06:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Skyline,3.794381838
20-07-2014,Sunday,03:06:00 PM,"BASE 170 W Fordham Rd Jerome, BX",Diplo,4.511008268
20-07-2014,Sunday,03:06:00 PM,"er 3424 Kossuth Ave Williamsbridge, BX",Diplo,4.604963973
20-07-2014,Sunday,03:06:00 PM,"mcdonalds  ne Grand Concourse Cortlandt, BX",Diplo,3.252287079
20-07-2014,Sunday,03:06:00 PM,"minivan 2363 Valentine Ave Fordham, BX",Diplo,3.961575421
20-07-2014,Sunday,03:06:00 PM,"niÒa 3120 Corlear Ave Kingsbridge, BX",First Class,3.902871666
20-07-2014,Sunday,03:06:00 PM,"Pelham Garden Motel 1990 E Gun Hill Rd Baychester, BX",Diplo,3.738010192
20-07-2014,Sunday,03:06:00 PM,salida 187st///ezepasss 66 Overlook Ter NYC,First Class,4.19131178
20-07-2014,Sunday,03:06:00 PM,"SCHOOL 2195 Andrews Ave N Morris Heights, BX",Carmel,3.047842275
20-07-2014,Sunday,03:06:00 PM,SCHOOL 34 Bogardus Pl NYC,First Class,3.091492976
20-07-2014,Sunday,03:06:00 PM,Suite 1A 4915 Broadway New York,Diplo,4.584630413
20-07-2014,Sunday,03:07:00 PM,"5 2G FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo,4.798380875
20-07-2014,Sunday,03:07:00 PM,"9 FHA 2400 Sedgwick Ave Jerome, BX",Skyline,3.784715783
20-07-2014,Sunday,03:07:00 PM,"ALFRENTE DE LA IGLESIAA NW E 182nd St Tremont, BX",First Class,3.359219928
20-07-2014,Sunday,03:07:00 PM,"credic card 456 E 179th St Tremont, BX",First Class,3.403477836
20-07-2014,Sunday,03:07:00 PM,DEEGAN MOTEL 3600 Bailey Ave Bronx,Diplo,4.182750143
20-07-2014,Sunday,03:07:00 PM,"delivery 1223 Elder Ave Soundview, BX",First Class,4.450833633
20-07-2014,Sunday,03:07:00 PM,"por riverdale ave, parqueo 2750 Johnson Ave Kingsbridge, BX",Skyline,4.200198055
20-07-2014,Sunday,03:07:00 PM,"school 40 W Tremont Ave Morris Heights, BX",First Class,3.821944847
20-07-2014,Sunday,03:07:00 PM,"STORAGE 245 W Fordham Rd Jerome, BX",First Class,3.876232407
20-07-2014,Sunday,03:07:00 PM,Village Care Assisted Living 161 Fort Washington Ave New York,Prestige,3.003769951
20-07-2014,Sunday,03:08:00 PM," 100 E Mosholu Pkwy S Fordham, BX",Diplo,3.781115521
20-07-2014,Sunday,03:08:00 PM,"9 fordham hill fha #9 2400 Sedgwick Ave Jerome, BX",American,3.862562164
